Locality,Type,Rent,Area,Furnishing_Status,Bathroom,Balcony,Parking,Carpet_Area,Annual_Rent,Price,ROI (%)
byculla,0,15000,370.0,1,1.0,1.0,2.0,270.0,180000,3700000.0,4.864864864864865
byculla,0,33000,518.0,0,1.0,3.0,3.0,423.0,396000,5180000.0,7.644787644787645
byculla,0,38000,510.0,0,1.0,1.0,3.0,423.0,456000,5100000.0,8.941176470588236
byculla,0,20000,310.0,0,1.0,3.0,3.0,270.0,240000,3100000.0,7.741935483870968
byculla,0,35000,600.0,1,2.0,2.0,2.0,450.0,420000,6000000.0,7.000000000000001
byculla,2,60000,1500.0,0,2.0,1.0,1.0,1100.0,720000,15000000.0,4.8
byculla,0,26000,525.0,2,1.0,1.0,1.0,400.0,312000,5250000.0,5.942857142857143
byculla,0,47000,720.0,1,2.0,1.0,2.0,520.0,564000,7200000.0,7.833333333333334
byculla,0,47000,600.0,0,2.0,2.0,2.0,480.0,564000,6000000.0,9.4
byculla,0,43000,600.0,1,2.0,2.0,2.0,450.0,516000,6000000.0,8.6
byculla,0,41000,700.0,1,1.0,1.0,0.0,550.0,492000,7000000.0,7.0285714285714285
byculla,0,17000,300.0,1,1.0,1.0,0.0,225.0,204000,3000000.0,6.800000000000001
byculla,0,47000,700.0,2,2.0,1.0,2.0,525.0,564000,7000000.0,8.057142857142857
byculla,0,47000,650.0,2,2.0,2.0,2.0,510.0,564000,6500000.0,8.676923076923076
byculla,3,53000,1000.0,0,1.0,1.0,1.0,800.0,636000,10000000.0,6.36
byculla,0,47000,600.0,1,2.0,2.0,2.0,510.0,564000,6000000.0,9.4
byculla,2,54000,1225.0,2,2.0,1.0,0.0,900.0,648000,12250000.0,5.289795918367346
chembur,2,60000,1150.0,2,2.0,2.0,1.0,800.0,720000,11500000.0,6.260869565217392
chembur,2,42000,1140.0,1,2.0,1.0,1.0,750.0,504000,11400000.0,4.421052631578947
chembur,3,50000,1600.0,2,3.0,1.0,2.0,1200.0,600000,16000000.0,3.75
chembur,2,49000,1300.0,2,2.0,1.0,1.0,850.0,588000,13000000.0,4.523076923076923
chembur,2,43000,1200.0,1,2.0,1.0,1.0,1050.0,516000,12000000.0,4.3
chembur,2,43000,1050.0,1,2.0,1.0,1.0,693.0,516000,10500000.0,4.914285714285714
chembur,2,38000,940.0,1,2.0,1.0,1.0,620.0,456000,9400000.0,4.851063829787234
chembur,3,58000,1450.0,2,3.0,1.0,1.0,1165.0,696000,14500000.0,4.8
chembur,2,45000,960.0,1,2.0,1.0,1.0,769.0,540000,9600000.0,5.625
chembur,2,40000,1000.0,1,2.0,1.0,1.0,750.0,480000,10000000.0,4.8
chembur,2,36000,765.0,1,2.0,3.0,0.0,500.0,432000,7650000.0,5.647058823529412
chembur,2,40000,1100.0,0,2.0,4.0,1.0,720.0,480000,11000000.0,4.363636363636364
chembur,2,34000,900.0,2,2.0,2.0,2.0,670.0,408000,9000000.0,4.533333333333333
chembur,2,55000,1500.0,1,2.0,2.0,1.0,1000.0,660000,15000000.0,4.4
chembur,0,25000,450.0,2,1.0,1.0,0.0,373.0,300000,4500000.0,6.666666666666667
chembur,2,40700,1140.0,2,2.0,1.0,1.0,720.0,488400,11400000.0,4.28421052631579
chembur,0,33000,680.0,1,2.0,1.0,1.0,485.0,396000,6800000.0,5.823529411764706
chembur,0,30000,650.0,0,2.0,1.0,0.0,430.0,360000,6500000.0,5.538461538461538
chembur,2,37000,1080.0,0,2.0,3.0,2.0,740.0,444000,10800000.0,4.111111111111112
chembur,2,30000,520.0,2,2.0,2.0,1.0,480.0,360000,5200000.0,6.923076923076923
chembur,3,45000,1200.0,0,2.0,1.0,1.0,800.0,540000,12000000.0,4.5
chembur,2,35000,800.0,1,2.0,2.0,1.0,700.0,420000,8000000.0,5.25
chembur,2,50000,1050.0,1,2.0,1.0,1.0,775.0,600000,10500000.0,5.714285714285714
chembur,2,40000,1200.0,1,2.0,1.0,1.0,750.0,480000,12000000.0,4.0
chembur,3,55000,1450.0,2,3.0,2.0,1.0,1070.0,660000,14500000.0,4.551724137931035
chembur,2,42000,850.0,1,2.0,1.0,1.0,751.0,504000,8500000.0,5.929411764705883
chembur,2,42000,950.0,2,2.0,1.0,0.0,680.0,504000,9500000.0,5.3052631578947365
chembur,3,50000,1400.0,1,3.0,1.0,2.0,1100.0,600000,14000000.0,4.285714285714286
chembur,2,45000,1070.0,0,2.0,1.0,1.0,700.0,540000,10700000.0,5.046728971962617
chembur,0,35000,750.0,1,2.0,3.0,1.0,510.0,420000,7500000.0,5.6000000000000005
chembur,2,38000,1050.0,2,2.0,2.0,0.0,650.0,456000,10500000.0,4.342857142857143
chembur,3,60000,1375.0,1,3.0,1.0,1.0,1164.0,720000,13750000.0,5.236363636363636
chembur,2,44500,1000.0,1,2.0,1.0,1.0,817.0,534000,10000000.0,5.34
chembur,2,55000,1050.0,1,2.0,1.0,1.0,840.0,660000,10500000.0,6.285714285714287
chembur,2,44000,1150.0,2,2.0,1.0,1.0,750.0,528000,11500000.0,4.591304347826087
chembur,3,48000,1250.0,2,2.0,1.0,1.0,800.0,576000,12500000.0,4.6080000000000005
chembur,3,48000,1450.0,2,2.0,1.0,1.0,915.0,576000,14500000.0,3.9724137931034487
chembur,2,57000,1200.0,2,2.0,1.0,1.0,850.0,684000,12000000.0,5.7
chembur,3,74000,1680.0,2,3.0,1.0,1.0,1150.0,888000,16800000.0,5.285714285714286
chembur,3,74000,1650.0,2,3.0,1.0,1.0,1150.0,888000,16500000.0,5.381818181818182
chembur,2,55000,1310.0,1,2.0,1.0,1.0,840.0,660000,13100000.0,5.038167938931298
chembur,2,45000,870.0,1,2.0,1.0,1.0,650.0,540000,8700000.0,6.206896551724138
chembur,2,40000,900.0,1,2.0,1.0,1.0,725.0,480000,9000000.0,5.333333333333334
chembur,2,42000,1200.0,1,2.0,1.0,1.0,800.0,504000,12000000.0,4.2
chembur,2,53000,1400.0,2,2.0,3.0,1.0,950.0,636000,14000000.0,4.542857142857143
chembur,3,68000,1800.0,1,3.0,3.0,2.0,1450.0,816000,18000000.0,4.533333333333333
chembur,2,40000,900.0,2,2.0,1.0,1.0,700.0,480000,9000000.0,5.333333333333334
chembur,3,51000,1255.0,1,3.0,1.0,1.0,1050.0,612000,12550000.0,4.876494023904383
chembur,3,50000,1600.0,2,3.0,1.0,2.0,1200.0,600000,16000000.0,3.75
chembur,3,70000,1600.0,1,3.0,2.0,1.0,1337.0,840000,16000000.0,5.25
chembur,0,32000,500.0,2,1.0,1.0,1.0,400.0,384000,5000000.0,7.68
chembur,3,70000,1200.0,2,3.0,1.0,1.0,1100.0,840000,12000000.0,7.000000000000001
chembur,3,70000,1500.0,1,3.0,1.0,1.0,1337.0,840000,15000000.0,5.6000000000000005
chembur,3,75000,1200.0,2,3.0,1.0,1.0,1100.0,900000,12000000.0,7.5
chembur,3,75000,1260.0,2,3.0,1.0,1.0,1100.0,900000,12600000.0,7.142857142857142
chembur,2,45000,800.0,2,2.0,1.0,1.0,700.0,540000,8000000.0,6.75
chembur,2,40000,900.0,1,2.0,1.0,1.0,780.0,480000,9000000.0,5.333333333333334
chembur,2,40000,1200.0,1,2.0,1.0,1.0,780.0,480000,12000000.0,4.0
chembur,2,40000,1200.0,1,2.0,1.0,1.0,780.0,480000,12000000.0,4.0
chembur,3,45000,1300.0,1,2.0,1.0,1.0,900.0,540000,13000000.0,4.153846153846154
chembur,3,45000,1300.0,2,2.0,1.0,1.0,900.0,540000,13000000.0,4.153846153846154
chembur,3,45000,1300.0,1,2.0,1.0,1.0,900.0,540000,13000000.0,4.153846153846154
chembur,3,55000,1400.0,2,3.0,1.0,2.0,1100.0,660000,14000000.0,4.714285714285714
chembur,3,54999,1300.0,2,3.0,1.0,2.0,1100.0,659988,13000000.0,5.076830769230769
chembur,3,50000,1800.0,2,3.0,1.0,2.0,1100.0,600000,18000000.0,3.333333333333333
chembur,2,40000,1200.0,2,2.0,1.0,1.0,800.0,480000,12000000.0,4.0
chembur,2,37000,1200.0,1,2.0,1.0,1.0,780.0,444000,12000000.0,3.7
chembur,2,39000,1200.0,1,2.0,1.0,1.0,780.0,468000,12000000.0,3.9
chembur,2,40000,1200.0,1,2.0,2.0,1.0,790.0,480000,12000000.0,4.0
chembur,2,40000,1200.0,1,2.0,2.0,1.0,790.0,480000,12000000.0,4.0
chembur,2,40000,1200.0,1,2.0,2.0,1.0,790.0,480000,12000000.0,4.0
chembur,2,40000,1200.0,1,2.0,2.0,1.0,790.0,480000,12000000.0,4.0
chembur,2,40000,1200.0,1,2.0,2.0,1.0,790.0,480000,12000000.0,4.0
chembur,2,40000,1200.0,1,2.0,2.0,1.0,790.0,480000,12000000.0,4.0
chembur,2,40000,1200.0,1,2.0,2.0,1.0,790.0,480000,12000000.0,4.0
chembur,2,38000,1200.0,1,2.0,1.0,1.0,760.0,456000,12000000.0,3.8
chembur,3,45000,1200.0,2,2.0,1.0,1.0,1000.0,540000,12000000.0,4.5
chembur,2,42000,1200.0,1,2.0,1.0,1.0,796.0,504000,12000000.0,4.2
chembur,2,55000,1200.0,1,2.0,2.0,1.0,900.0,660000,12000000.0,5.5
chembur,2,55000,1200.0,2,2.0,2.0,1.0,900.0,660000,12000000.0,5.5
chembur,2,41000,1200.0,1,2.0,1.0,1.0,800.0,492000,12000000.0,4.1000000000000005
chembur,2,40000,1200.0,1,2.0,1.0,1.0,750.0,480000,12000000.0,4.0
chembur,3,50000,1500.0,2,3.0,1.0,1.0,1200.0,600000,15000000.0,4.0
chembur,2,40000,900.0,2,2.0,1.0,1.0,750.0,480000,9000000.0,5.333333333333334
chembur,2,43000,900.0,1,2.0,1.0,1.0,756.0,516000,9000000.0,5.733333333333333
chembur,2,53000,1200.0,1,2.0,1.0,1.0,850.0,636000,12000000.0,5.3
chembur,2,49999,1200.0,1,2.0,1.0,2.0,850.0,599988,12000000.0,4.9999
chembur,3,45000,1300.0,1,2.0,1.0,1.0,900.0,540000,13000000.0,4.153846153846154
chembur,3,50000,1600.0,2,3.0,1.0,3.0,1200.0,600000,16000000.0,3.75
chembur,2,40000,1000.0,1,2.0,1.0,1.0,780.0,480000,10000000.0,4.8
chembur,2,40000,1200.0,1,2.0,1.0,1.0,780.0,480000,12000000.0,4.0
chembur,3,55000,1500.0,2,3.0,1.0,2.0,1000.0,660000,15000000.0,4.4
chembur,2,42000,1200.0,1,3.0,1.0,1.0,950.0,504000,12000000.0,4.2
chembur,3,43000,1300.0,2,2.0,1.0,1.0,900.0,516000,13000000.0,3.969230769230769
chembur,3,50000,1300.0,2,3.0,1.0,2.0,1100.0,600000,13000000.0,4.615384615384616
chembur,3,55000,1400.0,2,3.0,1.0,2.0,1100.0,660000,14000000.0,4.714285714285714
chembur,2,40000,1200.0,1,2.0,1.0,1.0,780.0,480000,12000000.0,4.0
chembur,2,40000,1200.0,1,2.0,1.0,1.0,790.0,480000,12000000.0,4.0
chembur,2,40000,1200.0,1,2.0,2.0,1.0,790.0,480000,12000000.0,4.0
chembur,2,40000,1200.0,1,2.0,2.0,1.0,790.0,480000,12000000.0,4.0
chembur,2,40000,1200.0,1,2.0,2.0,1.0,790.0,480000,12000000.0,4.0
chembur,2,40000,1200.0,1,2.0,2.0,1.0,790.0,480000,12000000.0,4.0
chembur,2,40000,1200.0,1,2.0,2.0,1.0,790.0,480000,12000000.0,4.0
chembur,2,40000,1200.0,1,2.0,2.0,1.0,790.0,480000,12000000.0,4.0
chembur,2,43000,1200.0,1,2.0,1.0,1.0,754.0,516000,12000000.0,4.3
chembur,2,38000,1200.0,2,2.0,1.0,1.0,754.0,456000,12000000.0,3.8
chembur,3,42000,1200.0,2,2.0,1.0,1.0,850.0,504000,12000000.0,4.2
chembur,2,40000,1200.0,1,2.0,1.0,2.0,760.0,480000,12000000.0,4.0
chembur,3,50000,1500.0,2,3.0,1.0,1.0,1200.0,600000,15000000.0,4.0
chembur,2,52000,1200.0,2,2.0,2.0,1.0,900.0,624000,12000000.0,5.2
chembur,3,70000,1600.0,2,3.0,3.0,2.0,1200.0,840000,16000000.0,5.25
chembur,3,70000,1600.0,1,3.0,3.0,2.0,1200.0,840000,16000000.0,5.25
chembur,2,55000,1200.0,1,2.0,2.0,1.0,900.0,660000,12000000.0,5.5
chembur,3,70000,1600.0,2,3.0,3.0,3.0,1200.0,840000,16000000.0,5.25
chembur,2,55000,1200.0,2,2.0,2.0,1.0,900.0,660000,12000000.0,5.5
chembur,2,40000,900.0,1,2.0,1.0,1.0,750.0,480000,9000000.0,5.333333333333334
chembur,3,50000,1500.0,2,3.0,1.0,1.0,1200.0,600000,15000000.0,4.0
chembur,3,50000,1500.0,2,3.0,1.0,1.0,1200.0,600000,15000000.0,4.0
chembur,3,50000,1500.0,2,3.0,1.0,1.0,1200.0,600000,15000000.0,4.0
chembur,3,55000,1200.0,0,2.0,1.0,1.0,950.0,660000,12000000.0,5.5
chembur,3,47000,1200.0,2,2.0,1.0,1.0,950.0,564000,12000000.0,4.7
chembur,3,80000,1200.0,2,3.0,1.0,1.0,1100.0,960000,12000000.0,8.0
chembur,3,67000,1000.0,2,3.0,1.0,1.0,900.0,804000,10000000.0,8.04
chembur,3,85000,1100.0,2,3.0,1.0,1.0,1000.0,1020000,11000000.0,9.272727272727272
chembur,0,40000,550.0,0,1.0,1.0,1.0,400.0,480000,5500000.0,8.727272727272728
chembur,3,64000,1400.0,0,3.0,1.0,1.0,1200.0,768000,14000000.0,5.485714285714286
chembur,3,60000,1200.0,2,2.0,1.0,1.0,1000.0,720000,12000000.0,6.0
chembur,3,70000,1100.0,0,2.0,1.0,1.0,950.0,840000,11000000.0,7.636363636363637
chembur,3,70000,1664.0,0,3.0,1.0,1.0,1170.0,840000,16640000.0,5.048076923076923
chembur,3,64000,1300.0,1,3.0,1.0,1.0,1150.0,768000,13000000.0,5.907692307692307
chembur,2,37500,780.0,1,2.0,2.0,1.0,680.0,450000,7800000.0,5.769230769230769
chembur,3,100000,1450.0,1,3.0,4.0,1.0,1300.0,1200000,14500000.0,8.275862068965518
chembur,2,36000,850.0,1,2.0,4.0,1.0,750.0,432000,8500000.0,5.08235294117647
chembur,3,45000,820.0,1,2.0,1.0,1.0,750.0,540000,8200000.0,6.585365853658537
chembur,3,63000,980.0,1,3.0,2.0,1.0,850.0,756000,9800000.0,7.7142857142857135
chembur,2,35000,700.0,2,2.0,3.0,1.0,550.0,420000,7000000.0,6.0
chembur,2,30000,700.0,2,2.0,2.0,1.0,550.0,360000,7000000.0,5.142857142857142
chembur,2,45000,700.0,0,2.0,2.0,1.0,650.0,540000,7000000.0,7.7142857142857135
chembur,2,44000,1150.0,1,2.0,2.0,1.0,750.0,528000,11500000.0,4.591304347826087
chembur,2,43000,1200.0,1,2.0,1.0,1.0,800.0,516000,12000000.0,4.3
chembur,2,46000,1160.0,1,2.0,1.0,1.0,830.0,552000,11600000.0,4.758620689655172
chembur,2,50000,1200.0,1,2.0,2.0,1.0,800.0,600000,12000000.0,5.0
chembur,2,55000,850.0,1,2.0,1.0,1.0,730.0,660000,8500000.0,7.764705882352942
chembur,0,28500,500.0,2,2.0,2.0,1.0,375.0,342000,5000000.0,6.84
chembur,2,37000,900.0,2,2.0,3.0,1.0,700.0,444000,9000000.0,4.933333333333334
chembur,0,28000,600.0,2,1.0,1.0,1.0,450.0,336000,6000000.0,5.6000000000000005
chembur,2,60000,800.0,2,2.0,2.0,1.0,750.0,720000,8000000.0,9.0
chembur,0,28000,500.0,2,1.0,1.0,0.0,405.0,336000,5000000.0,6.72
chembur,2,40000,900.0,1,2.0,1.0,1.0,720.0,480000,9000000.0,5.333333333333334
chembur,0,34000,1000.0,2,1.0,2.0,1.0,750.0,408000,10000000.0,4.08
chembur,2,50000,1100.0,1,2.0,3.0,1.0,840.0,600000,11000000.0,5.454545454545454
chembur,0,23000,400.0,2,2.0,1.0,0.0,360.0,276000,4000000.0,6.9
chembur,0,24000,525.0,2,2.0,1.0,0.0,350.0,288000,5250000.0,5.485714285714286
chembur,0,23000,525.0,2,2.0,2.0,0.0,323.0,276000,5250000.0,5.257142857142857
chembur,0,30000,645.0,1,2.0,1.0,1.0,460.0,360000,6450000.0,5.5813953488372094
chembur,0,30000,500.0,1,1.0,1.0,0.0,400.0,360000,5000000.0,7.199999999999999
chembur,2,35000,700.0,1,2.0,2.0,1.0,625.0,420000,7000000.0,6.0
chembur,2,55000,800.0,0,2.0,3.0,1.0,700.0,660000,8000000.0,8.25
chembur,3,50000,1485.0,1,2.0,1.0,1.0,900.0,600000,14850000.0,4.040404040404041
chembur,2,45000,1303.0,1,2.0,2.0,1.0,790.0,540000,13030000.0,4.144282425172678
chembur,3,50000,1511.0,1,2.0,2.0,1.0,916.0,600000,15110000.0,3.9708802117802784
chembur,3,80000,1300.0,0,3.0,1.0,1.0,1200.0,960000,13000000.0,7.384615384615385
chembur,2,60000,1000.0,2,2.0,1.0,1.0,790.0,720000,10000000.0,7.199999999999999
chembur,3,62000,1300.0,2,3.0,1.0,1.0,1100.0,744000,13000000.0,5.723076923076923
chembur,2,48000,900.0,1,2.0,1.0,1.0,777.0,576000,9000000.0,6.4
chembur,3,75000,1200.0,0,3.0,1.0,1.0,1000.0,900000,12000000.0,7.5
chembur,2,45500,900.0,1,2.0,1.0,1.0,700.0,546000,9000000.0,6.066666666666666
chembur,3,72000,1300.0,2,3.0,1.0,1.0,1100.0,864000,13000000.0,6.646153846153846
chembur,3,80000,1500.0,1,3.0,1.0,1.0,1300.0,960000,15000000.0,6.4
chembur,2,55000,900.0,2,2.0,1.0,1.0,700.0,660000,9000000.0,7.333333333333333
chembur,2,55000,1000.0,2,2.0,1.0,1.0,800.0,660000,10000000.0,6.6000000000000005
chembur,3,56000,1200.0,1,3.0,1.0,1.0,1000.0,672000,12000000.0,5.6000000000000005
chembur,3,55000,1200.0,1,3.0,1.0,1.0,1000.0,660000,12000000.0,5.5
chembur,2,42000,900.0,1,2.0,1.0,1.0,800.0,504000,9000000.0,5.6000000000000005
chembur,3,75000,1300.0,2,3.0,1.0,1.0,1100.0,900000,13000000.0,6.923076923076923
chembur,3,72000,1300.0,1,3.0,1.0,1.0,1100.0,864000,13000000.0,6.646153846153846
chembur,2,55000,1000.0,1,2.0,1.0,1.0,800.0,660000,10000000.0,6.6000000000000005
chembur,3,75000,1300.0,1,3.0,1.0,1.0,1100.0,900000,13000000.0,6.923076923076923
chembur,2,48000,900.0,2,2.0,1.0,1.0,700.0,576000,9000000.0,6.4
chembur,2,44000,900.0,2,2.0,1.0,1.0,690.0,528000,9000000.0,5.866666666666666
chembur,3,65500,1300.0,1,3.0,1.0,1.0,1100.0,786000,13000000.0,6.046153846153846
chembur,2,38000,600.0,1,2.0,1.0,1.0,500.0,456000,6000000.0,7.6
chembur,2,35000,800.0,1,2.0,1.0,1.0,625.0,420000,8000000.0,5.25
chembur,3,55000,1170.0,1,3.0,1.0,2.0,1170.0,660000,11700000.0,5.641025641025641
chembur,2,45000,800.0,1,2.0,1.0,1.0,750.0,540000,8000000.0,6.75
chembur,3,65000,1532.0,1,3.0,1.0,2.0,1123.0,780000,15320000.0,5.091383812010443
chembur,3,74000,1200.0,1,3.0,1.0,2.0,1200.0,888000,12000000.0,7.399999999999999
chembur,3,50000,800.0,1,3.0,1.0,1.0,763.0,600000,8000000.0,7.5
chembur,2,36000,800.0,2,2.0,3.0,1.0,650.0,432000,8000000.0,5.4
chembur,2,42000,900.0,1,2.0,1.0,1.0,715.0,504000,9000000.0,5.6000000000000005
chembur,3,49000,1250.0,1,3.0,1.0,1.0,1150.0,588000,12500000.0,4.704
chembur,3,49000,1250.0,1,3.0,1.0,1.0,1150.0,588000,12500000.0,4.704
chembur,2,42000,800.0,1,2.0,1.0,0.0,700.0,504000,8000000.0,6.3
chembur,2,41000,800.0,1,2.0,1.0,1.0,700.0,492000,8000000.0,6.15
chembur,3,65000,1841.0,1,2.0,1.0,1.0,1116.0,780000,18410000.0,4.236827810972297
chembur,2,45000,1200.0,1,2.0,1.0,1.0,770.0,540000,12000000.0,4.5
chembur,2,34500,600.0,1,2.0,1.0,1.0,500.0,414000,6000000.0,6.9
chembur,2,34000,600.0,1,2.0,1.0,1.0,500.0,408000,6000000.0,6.800000000000001
chembur,2,36500,700.0,1,2.0,1.0,2.0,550.0,438000,7000000.0,6.257142857142857
chembur,2,36500,700.0,1,2.0,1.0,1.0,550.0,438000,7000000.0,6.257142857142857
chembur,2,36700,700.0,1,2.0,1.0,1.0,550.0,440400,7000000.0,6.291428571428572
chembur,2,38900,700.0,1,2.0,1.0,1.0,600.0,466800,7000000.0,6.668571428571429
chembur,2,45000,800.0,1,2.0,1.0,1.0,650.0,540000,8000000.0,6.75
chembur,2,44000,800.0,1,2.0,1.0,1.0,650.0,528000,8000000.0,6.6000000000000005
chembur,2,39900,700.0,1,2.0,1.0,1.0,550.0,478800,7000000.0,6.84
chembur,2,36000,700.0,1,2.0,1.0,1.0,550.0,432000,7000000.0,6.171428571428572
chembur,2,46000,800.0,1,2.0,1.0,1.0,700.0,552000,8000000.0,6.9
chembur,2,39000,700.0,1,2.0,1.0,1.0,502.0,468000,7000000.0,6.685714285714285
chembur,2,38700,1125.0,2,2.0,2.0,1.0,700.0,464400,11250000.0,4.128
chembur,2,43400,1123.0,2,2.0,1.0,1.0,720.0,520800,11230000.0,4.637577916295637
chembur,2,38000,1126.0,2,2.0,2.0,1.0,723.0,456000,11260000.0,4.049733570159858
chembur,2,39000,600.0,1,2.0,1.0,1.0,490.0,468000,6000000.0,7.8
chembur,2,40000,800.0,1,2.0,1.0,1.0,600.0,480000,8000000.0,6.0
chembur,2,36000,850.0,1,2.0,1.0,1.0,600.0,432000,8500000.0,5.08235294117647
chembur,2,42000,700.0,1,2.0,1.0,1.0,550.0,504000,7000000.0,7.199999999999999
chembur,2,42000,700.0,1,2.0,1.0,1.0,550.0,504000,7000000.0,7.199999999999999
chembur,3,65000,1290.0,1,2.0,1.0,1.0,1100.0,780000,12900000.0,6.046511627906977
chembur,3,50000,1200.0,2,2.0,1.0,1.0,1000.0,600000,12000000.0,5.0
chembur,2,38000,1250.0,1,2.0,2.0,2.0,800.0,456000,12500000.0,3.648
chembur,3,47000,1500.0,1,3.0,3.0,2.0,1200.0,564000,15000000.0,3.76
chembur,2,43000,900.0,1,2.0,1.0,1.0,760.0,516000,9000000.0,5.733333333333333
chembur,3,62000,1200.0,1,3.0,1.0,1.0,1000.0,744000,12000000.0,6.2
chembur,3,55000,1100.0,2,2.0,1.0,1.0,1000.0,660000,11000000.0,6.0
chembur,0,28900,600.0,2,1.0,1.0,2.0,450.0,346800,6000000.0,5.779999999999999
chembur,2,38000,900.0,2,2.0,1.0,1.0,700.0,456000,9000000.0,5.066666666666666
chembur,2,42000,700.0,2,2.0,1.0,1.0,600.0,504000,7000000.0,7.199999999999999
chembur,3,59000,1400.0,2,2.0,1.0,1.0,1200.0,708000,14000000.0,5.057142857142857
chembur,2,40000,600.0,2,2.0,1.0,1.0,500.0,480000,6000000.0,8.0
chembur,2,38000,700.0,1,2.0,1.0,1.0,550.0,456000,7000000.0,6.514285714285714
chembur,3,57000,1300.0,1,2.0,1.0,1.0,1100.0,684000,13000000.0,5.2615384615384615
chembur,2,45000,790.0,2,2.0,1.0,1.0,600.0,540000,7900000.0,6.835443037974684
chembur,2,52000,900.0,1,2.0,1.0,1.0,800.0,624000,9000000.0,6.933333333333333
chembur,2,37000,800.0,2,2.0,1.0,1.0,600.0,444000,8000000.0,5.55
chembur,2,33000,950.0,2,2.0,1.0,1.0,650.0,396000,9500000.0,4.168421052631579
chembur,2,40000,600.0,2,2.0,1.0,1.0,500.0,480000,6000000.0,8.0
chembur,0,30000,500.0,1,2.0,2.0,0.0,390.0,360000,5000000.0,7.199999999999999
chembur,2,39900,1250.0,1,2.0,1.0,2.0,770.0,478800,12500000.0,3.8304
chembur,3,58000,1300.0,1,2.0,1.0,1.0,1100.0,696000,13000000.0,5.353846153846154
chembur,3,52000,1100.0,2,2.0,1.0,1.0,900.0,624000,11000000.0,5.672727272727273
chembur,3,50000,1200.0,1,2.0,1.0,1.0,1000.0,600000,12000000.0,5.0
chembur,3,68000,1300.0,1,2.0,1.0,1.0,1100.0,816000,13000000.0,6.276923076923077
chembur,3,59000,1200.0,1,2.0,1.0,1.0,1000.0,708000,12000000.0,5.9
chembur,3,75000,1350.0,2,3.0,1.0,1.0,1150.0,900000,13500000.0,6.666666666666667
chembur,3,58000,1400.0,2,2.0,1.0,1.0,1200.0,696000,14000000.0,4.971428571428572
chembur,2,40000,700.0,2,2.0,1.0,1.0,500.0,480000,7000000.0,6.857142857142858
chembur,2,39000,1250.0,1,2.0,2.0,2.0,800.0,468000,12500000.0,3.744
chembur,3,55000,1200.0,1,2.0,1.0,1.0,1000.0,660000,12000000.0,5.5
chembur,3,75000,1500.0,1,2.0,1.0,1.0,1200.0,900000,15000000.0,6.0
chembur,2,45000,900.0,1,2.0,1.0,1.0,680.0,540000,9000000.0,6.0
chembur,2,55000,1030.0,1,2.0,1.0,1.0,800.0,660000,10300000.0,6.407766990291262
chembur,3,74000,1500.0,1,2.0,1.0,1.0,1050.0,888000,15000000.0,5.92
chembur,3,90000,1350.0,1,2.0,2.0,1.0,1050.0,1080000,13500000.0,8.0
chembur,2,33000,890.0,2,2.0,2.0,2.0,660.0,396000,8900000.0,4.449438202247191
chembur,2,33000,890.0,2,2.0,2.0,2.0,660.0,396000,8900000.0,4.449438202247191
chembur,2,34000,900.0,2,2.0,2.0,2.0,670.0,408000,9000000.0,4.533333333333333
chembur,2,35000,910.0,2,2.0,2.0,2.0,680.0,420000,9100000.0,4.615384615384616
chembur,2,35000,910.0,2,2.0,2.0,2.0,680.0,420000,9100000.0,4.615384615384616
chembur,2,32000,750.0,2,2.0,2.0,2.0,650.0,384000,7500000.0,5.12
chembur,2,32000,750.0,2,2.0,2.0,2.0,650.0,384000,7500000.0,5.12
chembur,2,33000,760.0,2,2.0,2.0,2.0,660.0,396000,7600000.0,5.2105263157894735
chembur,2,33000,760.0,2,2.0,2.0,2.0,660.0,396000,7600000.0,5.2105263157894735
chembur,2,33000,760.0,2,2.0,2.0,2.0,660.0,396000,7600000.0,5.2105263157894735
chembur,2,34000,770.0,2,2.0,2.0,2.0,670.0,408000,7700000.0,5.298701298701299
chembur,2,32000,750.0,2,2.0,2.0,2.0,650.0,384000,7500000.0,5.12
chembur,2,32000,750.0,2,2.0,2.0,2.0,650.0,384000,7500000.0,5.12
chembur,2,33000,760.0,2,2.0,2.0,2.0,660.0,396000,7600000.0,5.2105263157894735
chembur,2,34000,770.0,2,2.0,2.0,2.0,670.0,408000,7700000.0,5.298701298701299
chembur,2,34000,770.0,2,2.0,2.0,2.0,670.0,408000,7700000.0,5.298701298701299
chembur,2,34000,770.0,2,2.0,2.0,2.0,670.0,408000,7700000.0,5.298701298701299
chembur,2,32000,750.0,2,2.0,2.0,2.0,650.0,384000,7500000.0,5.12
chembur,2,38000,1040.0,2,2.0,2.0,2.0,750.0,456000,10400000.0,4.384615384615385
chembur,2,40000,1040.0,1,2.0,2.0,2.0,750.0,480000,10400000.0,4.615384615384616
chembur,2,40000,1040.0,1,2.0,2.0,2.0,750.0,480000,10400000.0,4.615384615384616
chembur,2,41000,1050.0,1,2.0,2.0,2.0,752.0,492000,10500000.0,4.685714285714285
chembur,2,41000,1060.0,1,2.0,2.0,2.0,753.0,492000,10600000.0,4.641509433962264
chembur,2,38000,1040.0,2,2.0,2.0,2.0,750.0,456000,10400000.0,4.384615384615385
chembur,2,39000,1050.0,2,2.0,2.0,2.0,751.0,468000,10500000.0,4.457142857142857
chembur,2,39000,1050.0,2,2.0,2.0,2.0,751.0,468000,10500000.0,4.457142857142857
